Ore Name,ItemStack,Item ID,Display Name,Wildcard
transdimBlock,1xtile.enderchest@625,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@626,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@627,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@628,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@629,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@630,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@631,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@632,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@633,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@634,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@635,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@636,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@637,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@638,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@639,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@640,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@641,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@642,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@643,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@644,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@645,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@646,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@647,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@648,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@649,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@650,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@651,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@652,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@653,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@654,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@655,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@656,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@657,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@658,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@659,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@660,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@661,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@662,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@663,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@664,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@665,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@666,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@667,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@668,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@669,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@670,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@671,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@672,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@673,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@674,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@675,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@676,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@677,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@678,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@679,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@680,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@681,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@682,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@683,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@684,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@685,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@686,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@687,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@688,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@689,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@690,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@691,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@692,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@693,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@694,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@695,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@696,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@697,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@698,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@699,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@700,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@701,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@702,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@703,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@704,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@705,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@706,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@707,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@708,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@709,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@710,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@711,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@712,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@713,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@714,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@715,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@716,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@717,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@718,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@719,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@720,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@721,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@722,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@723,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@724,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@725,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@726,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@727,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@728,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@729,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@730,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@731,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@732,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@733,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@734,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@735,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@736,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@737,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@738,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@739,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@740,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@741,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@742,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@743,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@744,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@745,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@746,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@747,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@748,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@749,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@750,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@751,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@752,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@753,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@754,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@755,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@756,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@757,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@758,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@759,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@760,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@761,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@762,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@763,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@764,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@765,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@766,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@767,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@768,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@769,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@770,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@771,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@772,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@773,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@774,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@775,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@776,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@777,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@778,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@779,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@780,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@781,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@782,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@783,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@784,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@785,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@786,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@787,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@788,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@789,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@790,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@791,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@792,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@793,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@794,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@795,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@796,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@797,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@798,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@799,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@800,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@801,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@802,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@803,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@804,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@805,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@806,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@807,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@808,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@809,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@810,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@811,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@812,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@813,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@814,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@815,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@816,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@817,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@818,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@819,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@820,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@821,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@822,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@823,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@824,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@825,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@826,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@827,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@828,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@829,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@830,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@831,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@832,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@833,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@834,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@835,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@836,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@837,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@838,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@839,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@840,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@841,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@842,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@843,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@844,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@845,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@846,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@847,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@848,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@849,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@850,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@851,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@852,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@853,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@854,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@855,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@856,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@857,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@858,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@859,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@860,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@861,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@862,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@863,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@864,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@865,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@866,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@867,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@868,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@869,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@870,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@871,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@872,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@873,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@874,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@875,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@876,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@877,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@878,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@879,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@880,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@881,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@882,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@883,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@884,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@885,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@886,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@887,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@888,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@889,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@890,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@891,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@892,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@893,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@894,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@895,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@896,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@897,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@898,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@899,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@900,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@901,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@902,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@903,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@904,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@905,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@906,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@907,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@908,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@909,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@910,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@911,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@912,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@913,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@914,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@915,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@916,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@917,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@918,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@919,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@920,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@921,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@922,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@923,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@924,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@925,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@926,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@927,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@928,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@929,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@930,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@931,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@932,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@933,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@934,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@935,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@936,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@937,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@938,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@939,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@940,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@941,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@942,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@943,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@944,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@945,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@946,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@947,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@948,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@949,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@950,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@951,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@952,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@953,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@954,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@955,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@956,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@957,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@958,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@959,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@960,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@961,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@962,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@963,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@964,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@965,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@966,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@967,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@968,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@969,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@970,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@971,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@972,EnderStorage:enderChest,Ender Chest,false
transdimBlock,1xtile.enderchest@973,EnderStorage:enderChest,Ender Chest,false
